athlete,age,country,year,closing_ceremony_date,sport,gold,silver,bronze,total
Iryna Lishchynska,32,Ukraine,2008,8/24/08,Athletics,0,1,0,1
Lyudmila Litvinova,23,Russia,2008,8/24/08,Athletics,0,1,0,1
Shereefa Lloyd,25,Jamaica,2008,8/24/08,Athletics,0,0,1,1
Priscilla Lopes-Schliep,25,Canada,2008,8/24/08,Athletics,0,0,1,1
Yevgeniy Lukyanenko,23,Russia,2008,8/24/08,Athletics,0,1,0,1
Maurren Maggi,32,Brazil,2008,8/24/08,Athletics,1,0,0,1
Tomasz Majewski,26,Poland,2008,8/24/08,Athletics,1,0,0,1
Hanna Mari_n,26,Belgium,2008,8/24/08,Athletics,0,1,0,1
Germaine Mason,25,Great Britain,2008,8/24/08,Athletics,0,1,0,1
Richard Mateelong,24,Kenya,2008,8/24/08,Athletics,0,0,1,1
Michael Mathieu,24,Bahamas,2008,8/24/08,Athletics,0,1,0,1
Piotr Malachowski,25,Poland,2008,8/24/08,Athletics,0,1,0,1
Fran_oise Mbango,32,Cameroon,2008,8/24/08,Athletics,1,0,0,1
Sally McLellan-Pearson,21,Australia,2008,8/24/08,Athletics,0,1,0,1
Mahiedine Mekhissi-Benabbad,23,France,2008,8/24/08,Athletics,0,1,0,1
Oksana Menkova,26,Belarus,2008,8/24/08,Athletics,1,0,0,1
Yelena Migunova,24,Russia,2008,8/24/08,Athletics,0,1,0,1
Andrey Mikhnevich,32,Belarus,2008,8/24/08,Athletics,0,0,1,1
Ramon Miller,21,Bahamas,2008,8/24/08,Athletics,0,1,0,1
Godfrey Khotso Mokoena,23,South Africa,2008,8/24/08,Athletics,0,1,0,1
Avard Moncur,29,Bahamas,2008,8/24/08,Athletics,0,1,0,1
Yipsi Moreno,27,Cuba,2008,8/24/08,Athletics,0,1,0,1
Catherine Ndereba,36,Kenya,2008,8/24/08,Athletics,0,1,0,1
Denis Nizhegorodov,28,Russia,2008,8/24/08,Athletics,0,0,1,1
Christina Obergf_ll,26,Germany,2008,8/24/08,Athletics,0,0,1,1
Christine Ohuruogu,24,Great Britain,2008,8/24/08,Athletics,1,0,0,1
Blessing Okagbare,19,Nigeria,2008,8/24/08,Athletics,0,0,1,1
David Oliver,26,United States,2008,8/24/08,Athletics,0,0,1,1
Damola Osayomi,22,Nigeria,2008,8/24/08,Athletics,0,0,1,1
Agnes Osazuwa,19,Nigeria,2008,8/24/08,Athletics,0,0,1,1
Nadezhda Ostapchuk,27,Belarus,2008,8/24/08,Athletics,0,0,1,1
_lodie Ou_draogo,27,Belgium,2008,8/24/08,Athletics,0,1,0,1
David Payne,26,United States,2008,8/24/08,Athletics,0,1,0,1
Jefferson P_rez,34,Ecuador,2008,8/24/08,Athletics,0,1,0,1
Tero Pitk_m_ki,25,Finland,2008,8/24/08,Athletics,0,0,1,1
Yevgeniya Polyakova,25,Russia,2008,8/24/08,Athletics,1,0,0,1
Asafa Powell,25,Jamaica,2008,8/24/08,Athletics,1,0,0,1
Elisa Rigaudo,28,Italy,2008,8/24/08,Athletics,0,0,1,1
Dayron Robles,21,Cuba,2008,8/24/08,Athletics,1,0,0,1
Yaroslav Rybakov,27,Russia,2008,8/24/08,Athletics,0,0,1,1
Irving Saladino,25,Panama,2008,8/24/08,Athletics,1,0,0,1
Gulnara Samitova-Galkina,30,Russia,2008,8/24/08,Athletics,1,0,0,1
Leevan Sands,27,Bahamas,2008,8/24/08,Athletics,0,0,1,1
Alex Schwazer,23,Italy,2008,8/24/08,Athletics,1,0,0,1
Sileshi Sihine,25,Ethiopia,2008,8/24/08,Athletics,0,1,0,1
Andrey Silnov,23,Russia,2008,8/24/08,Athletics,1,0,0,1
Sherone Simpson,24,Jamaica,2008,8/24/08,Athletics,0,1,0,1
Edwin Soi,22,Kenya,2008,8/24/08,Athletics,0,0,1,1
Barbora _pot_kov_,27,Czech Republic,2008,8/24/08,Athletics,1,0,0,1
Jenn Stuczynski-Suhr,26,United States,2008,8/24/08,Athletics,0,1,0,1
Leonel Su_rez,20,Cuba,2008,8/24/08,Athletics,0,0,1,1
Shingo Suetsugu,28,Japan,2008,8/24/08,Athletics,0,0,1,1
Shinji Takahira,24,Japan,2008,8/24/08,Athletics,0,0,1,1
Dwight Thomas,27,Jamaica,2008,8/24/08,Athletics,1,0,0,1
Andreas Thorkildsen,26,Norway,2008,8/24/08,Athletics,1,0,0,1
Ivan Tikhon,32,Belarus,2008,8/24/08,Athletics,0,0,1,1
Nataliya Tobias,27,Ukraine,2008,8/24/08,Athletics,0,0,1,1
Naoki Tsukahara,23,Japan,2008,8/24/08,Athletics,0,0,1,1
Kjersti Tysse-Pl_tzer,36,Norway,2008,8/24/08,Athletics,0,1,0,1
Tatyana Veshkurova,26,Russia,2008,8/24/08,Athletics,0,1,0,1
Blanka Vla_ic,24,Croatia,2008,8/24/08,Athletics,0,1,0,1
Yekaterina Volkova,30,Russia,2008,8/24/08,Athletics,0,0,1,1
Melaine Walker,25,Jamaica,2008,8/24/08,Athletics,1,0,0,1
Sammy Wanjiru,21,Kenya,2008,8/24/08,Athletics,1,0,0,1
Rosemarie Whyte,21,Jamaica,2008,8/24/08,Athletics,0,0,1,1
Bobby-Gaye Wilkins,19,Jamaica,2008,8/24/08,Athletics,0,0,1,1
Andrae Williams,25,Bahamas,2008,8/24/08,Athletics,0,1,0,1
Novlene Williams-Mills,26,Jamaica,2008,8/24/08,Athletics,0,0,1,1
Nick Willis,25,New Zealand,2008,8/24/08,Athletics,0,1,0,1
Mary Wineberg,28,United States,2008,8/24/08,Athletics,1,0,0,1
Regi Witherspoon,23,United States,2008,8/24/08,Athletics,1,0,0,1
Alfred Kirwa Yego,21,Kenya,2008,8/24/08,Athletics,0,0,1,1
Denys Yurchenko,30,Ukraine,2008,8/24/08,Athletics,0,0,1,1
Zhang Wenxiu,32,China,2008,8/24/08,Athletics,0,0,1,1
Zhou Chunxiu,29,China,2008,8/24/08,Athletics,0,0,1,1
Virgilijus Alekna,32,Lithuania,2004,8/29/04,Athletics,1,0,0,1
Deji Aliu,28,Nigeria,2004,8/29/04,Athletics,0,0,1,1
Esref Apak,22,Turkey,2004,8/29/04,Athletics,0,0,1,1
Christine Arron,30,France,2004,8/29/04,Athletics,0,0,1,1
Musa Audu,24,Nigeria,2004,8/29/04,Athletics,0,0,1,1
Jaroslav B_ba,19,Czech Republic,2004,8/29/04,Athletics,0,0,1,1
Aleen Bailey,23,Jamaica,2004,8/29/04,Athletics,1,0,0,1
Stefano Baldini,33,Italy,2004,8/29/04,Athletics,1,0,0,1
Hasna Benhassi,26,Morocco,2004,8/29/04,Athletics,0,1,0,1
Yuriy Bilonoh,30,Ukraine,2004,8/29/04,Athletics,1,0,0,1
Yury Borzakovsky,23,Russia,2004,8/29/04,Athletics,1,0,0,1
Ivano Brugnetti,27,Italy,2004,8/29/04,Athletics,1,0,0,1
Michelle Burgher,27,Jamaica,2004,8/29/04,Athletics,0,0,1,1
Daniil Burkenya,26,Russia,2004,8/29/04,Athletics,0,0,1,1
Darren Campbell,30,Great Britain,2004,8/29/04,Athletics,1,0,0,1
Jolanda Ceplak,27,Slovenia,2004,8/29/04,Athletics,0,0,1,1
Maria Cioncan,27,Romania,2004,8/29/04,Athletics,0,0,1,1
Bryan Clay,24,United States,2004,8/29/04,Athletics,0,1,0,1
Crystal Cox,25,United States,2004,8/29/04,Athletics,1,0,0,1
Yunaika Crawford,21,Cuba,2004,8/29/04,Athletics,0,0,1,1
Yumileidi Cumb_,29,Cuba,2004,8/29/04,Athletics,1,0,0,1
Nadia Davy,23,Jamaica,2004,8/29/04,Athletics,0,0,1,1
Vanderlei de Lima,35,Brazil,2004,8/29/04,Athletics,0,0,1,1
Nathan Deakes,27,Australia,2004,8/29/04,Athletics,0,0,1,1
Meseret Defar,20,Ethiopia,2004,8/29/04,Athletics,1,0,0,1
Pigi Devetzi,28,Greece,2004,8/29/04,Athletics,0,1,0,1
Marlon Devonish,28,Great Britain,2004,8/29/04,Athletics,1,0,0,1
Ejegayehu Dibaba,22,Ethiopia,2004,8/29/04,Athletics,0,1,0,1
Tirunesh Dibaba,19,Ethiopia,2004,8/29/04,Athletics,0,0,1,1
Deena Drossin-Kastor,31,United States,2004,8/29/04,Athletics,0,0,1,1
Pat Dwyer,26,Australia,2004,8/29/04,Athletics,0,1,0,1
Aaron Egbele,25,Nigeria,2004,8/29/04,Athletics,0,0,1,1
Uchenna Emedolu,27,Nigeria,2004,8/29/04,Athletics,0,0,1,1
Olusoji Fasuba,20,Nigeria,2004,8/29/04,Athletics,0,0,1,1
Allyson Felix,18,United States,2004,8/29/04,Athletics,0,1,0,1
Sylviane F_lix,26,France,2004,8/29/04,Athletics,0,0,1,1
Svetlana Feofanova,24,Russia,2004,8/29/04,Athletics,0,1,0,1
Debbie Ferguson-McKenzie,28,Bahamas,2004,8/29/04,Athletics,0,0,1,1
Francisco Javier Fern_ndez,27,Spain,2004,8/29/04,Athletics,0,1,0,1
Tatyana Firova,21,Russia,2004,8/29/04,Athletics,0,1,0,1
Olga Fyodorova,21,Russia,2004,8/29/04,Athletics,0,1,0,1
Anier Garc_a,28,Cuba,2004,8/29/04,Athletics,0,0,1,1
Jason Gardener,28,Great Britain,2004,8/29/04,Athletics,1,0,0,1
Giuseppe Gibilisco,25,Italy,2004,8/29/04,Athletics,0,0,1,1
Ana Guevara,27,Mexico,2004,8/29/04,Athletics,0,1,0,1
Joanna Hayes,27,United States,2004,8/29/04,Athletics,1,0,0,1
Matt Hemingway,31,United States,2004,8/29/04,Athletics,0,1,0,1
Monique Henderson,21,United States,2004,8/29/04,Athletics,1,0,0,1
Monique Hennagan,28,United States,2004,8/29/04,Athletics,1,0,0,1
Clinton Hill,24,Australia,2004,8/29/04,Athletics,0,1,0,1
Stefan Holm,28,Sweden,2004,8/29/04,Athletics,1,0,0,1
Muriel Hurtis-Houairi,25,France,2004,8/29/04,Athletics,0,0,1,1
Yelena Isinbayeva,22,Russia,2004,8/29/04,Athletics,1,0,0,1
Nataliya Ivanova,23,Russia,2004,8/29/04,Athletics,0,1,0,1
Olimpiada Ivanova,33,Russia,2004,8/29/04,Athletics,0,1,0,1
Godday James,20,Nigeria,2004,8/29/04,Athletics,0,0,1,1
Dmitry Karpov,23,Kazakhstan,2004,8/29/04,Athletics,0,0,1,1
Meb Keflezighi,29,United States,2004,8/29/04,Athletics,0,1,0,1
Naman Ke_ta,26,France,2004,8/29/04,Athletics,0,0,1,1
Anastasia Kelesidou,31,Greece,2004,8/29/04,Athletics,0,1,0,1
Ezekiel Kemboi,22,Kenya,2004,8/29/04,Athletics,1,0,0,1
Irina Khabarova,38,Russia,2004,8/29/04,Athletics,0,1,0,1
Fani Khalkia,25,Greece,2004,8/29/04,Athletics,1,0,0,1
Eliud Kipchoge,19,Kenya,2004,8/29/04,Athletics,0,0,1,1
Wilson Kipketer,33,Denmark,2004,8/29/04,Athletics,0,0,1,1
Brimin Kipruto,19,Kenya,2004,8/29/04,Athletics,0,1,0,1
Nadine Kleinert-Schmitt,28,Germany,2004,8/29/04,Athletics,0,1,0,1
Carolina Kl_ft,21,Sweden,2004,8/29/04,Athletics,1,0,0,1
Paul Kipsiele Koech,22,Kenya,2004,8/29/04,Athletics,0,0,1,1
Robert Korzeniowski,36,Poland,2004,8/29/04,Athletics,1,0,0,1
Tatyana Kotova,27,Russia,2004,8/29/04,Athletics,0,0,1,1
Zolt_n Kov_g_,25,Hungary,2004,8/29/04,Athletics,0,1,0,1
Olesya Krasnomovets,25,Russia,2004,8/29/04,Athletics,0,1,0,1
Svetlana Krivelyova,35,Russia,2004,8/29/04,Athletics,0,0,1,1
Larisa Kruglova,31,Russia,2004,8/29/04,Athletics,0,1,0,1
Olga Kuzenkova,33,Russia,2004,8/29/04,Athletics,1,0,0,1
Bernard Lagat,29,Kenya,2004,8/29/04,Athletics,0,1,0,1
Tayna Lawrence,28,Jamaica,2004,8/29/04,Athletics,1,0,0,1
Mark Lewis-Francis,21,Great Britain,2004,8/29/04,Athletics,1,0,0,1
Liu Xiang,21,China,2004,8/29/04,Athletics,1,0,0,1
Tim Mack,31,United States,2004,8/29/04,Athletics,1,0,0,1
Sergey Makarov,31,Russia,2004,8/29/04,Athletics,0,0,1,1
V_ronique Mang,19,France,2004,8/29/04,Athletics,0,0,1,1
Mirela Maniani-Tzelili,27,Greece,2004,8/29/04,Athletics,0,0,1,1
Joan Lino Mart_nez,26,Spain,2004,8/29/04,Athletics,0,0,1,1
Fran_oise Mbango,28,Cameroon,2004,8/29/04,Athletics,1,0,0,1
Beverly McDonald,34,Jamaica,2004,8/29/04,Athletics,1,0,0,1
Danny McFarlane,32,Jamaica,2004,8/29/04,Athletics,0,1,0,1
Osleidys Men_ndez,24,Cuba,2004,8/29/04,Athletics,1,0,0,1
Coby Miller,27,United States,2004,8/29/04,Athletics,0,1,0,1
John Moffitt,23,United States,2004,8/29/04,Athletics,0,1,0,1
Yipsi Moreno,23,Cuba,2004,8/29/04,Athletics,0,1,0,1
Melissa Morrison,33,United States,2004,8/29/04,Athletics,0,0,1,1
Mbulaeni Mulaudzi,23,South Africa,2004,8/29/04,Athletics,0,1,0,1
Koji Murofushi,29,Japan,2004,8/29/04,Athletics,1,0,0,1
Nataliya Nazarova,25,Russia,2004,8/29/04,Athletics,0,1,0,1
Catherine Ndereba,32,Kenya,2004,8/29/04,Athletics,0,1,0,1
Adam Nelson,29,United States,2004,8/29/04,Athletics,0,1,0,1
Steffi Nerius,32,Germany,2004,8/29/04,Athletics,0,1,0,1
Yuliya Nesterenko,25,Belarus,2004,8/29/04,Athletics,1,0,0,1
Denis Nizhegorodov,24,Russia,2004,8/29/04,Athletics,0,1,0,1
Mizuki Noguchi,26,Japan,2004,8/29/04,Athletics,1,0,0,1
Francis Obikwelu,25,Portugal,2004,8/29/04,Athletics,0,1,0,1
Isabella Ochichi,24,Kenya,2004,8/29/04,Athletics,0,1,0,1
Joachim Olsen,27,Denmark,2004,8/29/04,Athletics,0,0,1,1
Christian Olsson,24,Sweden,2004,8/29/04,Athletics,1,0,0,1
Marian Oprea,22,Romania,2004,8/29/04,Athletics,0,1,0,1
Mark Ormrod,21,Australia,2004,8/29/04,Athletics,0,1,0,1
Olena Ovcharova-Krasovska,28,Ukraine,2004,8/29/04,Athletics,0,1,0,1
Darvis Patton,26,United States,2004,8/29/04,Athletics,0,1,0,1
Dwight Phillips,26,United States,2004,8/29/04,Athletics,1,0,0,1
Sandie Richards,35,Jamaica,2004,8/29/04,Athletics,0,0,1,1
Sanya Richards-Ross,19,United States,2004,8/29/04,Athletics,1,0,0,1
Moushaumi Robinson,23,United States,2004,8/29/04,Athletics,1,0,0,1
Andrew Rock,22,United States,2004,8/29/04,Athletics,1,0,0,1
Anna Rogowska,23,Poland,2004,8/29/04,Athletics,0,0,1,1
Nataliya Sadova,32,Russia,2004,8/29/04,Athletics,1,0,0,1
F_lix S_nchez,26,Dominican Republic,2004,8/29/04,Athletics,1,0,0,1
Jane Saville,29,Australia,2004,8/29/04,Athletics,0,0,1,1
Roman _ebrle,29,Czech Republic,2004,8/29/04,Athletics,1,0,0,1
Sileshi Sihine,21,Ethiopia,2004,8/29/04,Athletics,0,1,0,1
Rui Silva,27,Portugal,2004,8/29/04,Athletics,0,0,1,1
Irina Simagina,22,Russia,2004,8/29/04,Athletics,0,1,0,1
Sherone Simpson,20,Jamaica,2004,8/29/04,Athletics,1,0,0,1
Austra Skujyte,25,Lithuania,2004,8/29/04,Athletics,0,1,0,1
Yelena Slesarenko,22,Russia,2004,8/29/04,Athletics,1,0,0,1
Ronetta Smith,24,Jamaica,2004,8/29/04,Athletics,0,0,1,1
Kelly Sotherton,27,Great Britain,2004,8/29/04,Athletics,0,0,1,1
John Steffensen,21,Australia,2004,8/29/04,Athletics,0,1,0,1
Toby Stevenson,27,United States,2004,8/29/04,Athletics,0,1,0,1
Vita Stopina,28,Ukraine,2004,8/29/04,Athletics,0,0,1,1
Hestrie Storbeck-Cloete,26,South Africa,2004,8/29/04,Athletics,0,1,0,1
Yuliya Tabakova,24,Russia,2004,8/29/04,Athletics,0,1,0,1
Zersenay Tadesse,22,Eritrea,2004,8/29/04,Athletics,0,0,1,1
Aleksander Tammert,31,Estonia,2004,8/29/04,Athletics,0,0,1,1
Ionela T_rlea-Manolache,28,Romania,2004,8/29/04,Athletics,0,1,0,1
Tetiana Tereshchuk-Antypova,34,Ukraine,2004,8/29/04,Athletics,0,0,1,1
Andreas Thorkildsen,22,Norway,2004,8/29/04,Athletics,1,0,0,1
Ivan Tikhon,28,Belarus,2004,8/29/04,Athletics,0,1,0,1
Tatyana Tomashova,29,Russia,2004,8/29/04,Athletics,0,1,0,1
Terrence Trammell,25,United States,2004,8/29/04,Athletics,0,1,0,1
DeeDee Trotter,21,United States,2004,8/29/04,Athletics,1,0,0,1
Athanasia Tsoumeleka,22,Greece,2004,8/29/04,Athletics,1,0,0,1
Derartu Tulu,32,Ethiopia,2004,8/29/04,Athletics,0,0,1,1
Enefiok Udo-Obong,22,Nigeria,2004,8/29/04,Athletics,0,0,1,1
Vadims Vasilevskis,22,Latvia,2004,8/29/04,Athletics,0,1,0,1
Aleksey Voyevodin,34,Russia,2004,8/29/04,Athletics,0,0,1,1
Saul Weigopwa,18,Nigeria,2004,8/29/04,Athletics,0,0,1,1
Bernard Williams III,26,United States,2004,8/29/04,Athletics,0,1,0,1
Lauryn Williams,20,United States,2004,8/29/04,Athletics,0,1,0,1
Tonique Williams-Darling,28,Bahamas,2004,8/29/04,Athletics,1,0,0,1
Novlene Williams-Mills,22,Jamaica,2004,8/29/04,Athletics,0,0,1,1
Darold Williamson,21,United States,2004,8/29/04,Athletics,1,0,0,1
Kelly Willie,21,United States,2004,8/29/04,Athletics,1,0,0,1
Xing Huina,20,China,2004,8/29/04,Athletics,1,0,0,1
Irina Yatchenko,38,Belarus,2004,8/29/04,Athletics,0,0,1,1
Olesya Zykina,23,Russia,2004,8/29/04,Athletics,0,1,0,1
Gezahgne Abera,22,Ethiopia,2000,10/1/00,Athletics,1,0,0,1
Hadi Soua'an Al-Somaily,23,Saudi Arabia,2000,10/1/00,Athletics,0,1,0,1
Virgilijus Alekna,28,Lithuania,2000,10/1/00,Athletics,1,0,0,1
Glory Alozie,22,Nigeria,2000,10/1/00,Athletics,0,1,0,1
Andrea Anderson,23,United States,2000,10/1/00,Athletics,1,0,0,1
Vladimir Andreyev,34,Russia,2000,10/1/00,Athletics,0,0,1,1
Igor Astapkovich,37,Belarus,2000,10/1/00,Athletics,0,0,1,1
Nduka Awazie,19,Nigeria,2000,10/1/00,Athletics,1,0,0,1
Sanjay Ayre,20,Jamaica,2000,10/1/00,Athletics,0,1,0,1
Steve Backley,31,Great Britain,2000,10/1/00,Athletics,0,1,0,1
Sunday Bada,31,Nigeria,2000,10/1/00,Athletics,1,0,0,1
Violeta Beclea-Szekely,35,Romania,2000,10/1/00,Athletics,0,1,0,1
Kajsa Bergqvist,23,Sweden,2000,10/1/00,Athletics,0,0,1,1
Nezha Bidouane,31,Morocco,2000,10/1/00,Athletics,0,0,1,1
Michael Blackwood,22,Jamaica,2000,10/1/00,Athletics,0,1,0,1
Wilson Boit Kipketer,26,Kenya,2000,10/1/00,Athletics,0,1,0,1
Kenny Brokenburr,31,United States,2000,10/1/00,Athletics,1,0,0,1
Chris Brown,21,Bahamas,2000,10/1/00,Athletics,0,0,1,1
Michelle Burgher,23,Jamaica,2000,10/1/00,Athletics,0,1,0,1
Darren Campbell,27,Great Britain,2000,10/1/00,Athletics,0,1,0,1
Veronica Campbell-Brown,18,Jamaica,2000,10/1/00,Athletics,0,1,0,1
Jos_ A. C_sar,22,Cuba,2000,10/1/00,Athletics,0,0,1,1
Joyce Chepchumba,29,Kenya,2000,10/1/00,Athletics,0,0,1,1
Clement Chukwu,27,Nigeria,2000,10/1/00,Athletics,1,0,0,1
Eldece Clarke-Lewis,35,Bahamas,2000,10/1/00,Athletics,1,0,0,1
LaTasha Colander-Richardson,24,United States,2000,10/1/00,Athletics,1,0,0,1
Mark Crear,31,United States,2000,10/1/00,Athletics,0,0,1,1
Andr_ da Silva,27,Brazil,2000,10/1/00,Athletics,0,1,0,1
Claudinei da Silva,29,Brazil,2000,10/1/00,Athletics,0,1,0,1
Stacy Dragila,29,United States,2000,10/1/00,Athletics,1,0,0,1
Heike Drechsler,35,Germany,2000,10/1/00,Athletics,1,0,0,1
Jon Drummond,32,United States,2000,10/1/00,Athletics,1,0,0,1
Jonathan Edwards,34,Great Britain,2000,10/1/00,Athletics,1,0,0,1
Torri Edwards,23,United States,2000,10/1/00,Athletics,0,0,1,1
Hicham El Guerrouj,26,Morocco,2000,10/1/00,Athletics,0,1,0,1
Ali Ezzine,22,Morocco,2000,10/1/00,Athletics,0,0,1,1
Aigars Fadejevs,24,Latvia,2000,10/1/00,Athletics,0,1,0,1
Debbie Ferguson-McKenzie,24,Bahamas,2000,10/1/00,Athletics,1,0,0,1
Vala Flosad_ttir,22,Iceland,2000,10/1/00,Athletics,0,0,1,1
Merlene Frazer,26,Jamaica,2000,10/1/00,Athletics,0,1,0,1
Cathy Freeman,27,Australia,2000,10/1/00,Athletics,1,0,0,1
Sevatheda Fynes,25,Bahamas,2000,10/1/00,Athletics,1,0,0,1
Fidelis Gadzama,20,Nigeria,2000,10/1/00,Athletics,1,0,0,1
Chryste Gaines,30,United States,2000,10/1/00,Athletics,0,0,1,1
Anier Garc_a,24,Cuba,2000,10/1/00,Athletics,1,0,0,1
Iv_n Garc_a,28,Cuba,2000,10/1/00,Athletics,0,0,1,1
Yoel Garc_a,26,Cuba,2000,10/1/00,Athletics,0,1,0,1
Haile Gebrselassie,27,Ethiopia,2000,10/1/00,Athletics,1,0,0,1
John Godina,28,United States,2000,10/1/00,Athletics,0,0,1,1
Svetlana Goncharenko,29,Russia,2000,10/1/00,Athletics,0,0,1,1
Steffi Graf,27,Austria,2000,10/1/00,Athletics,0,1,0,1
Tatiana Grigorieva,24,Australia,2000,10/1/00,Athletics,0,1,0,1
Abderrahmane Hammad,23,Algeria,2000,10/1/00,Athletics,0,0,1,1
Arsi Harju,26,Finland,2000,10/1/00,Athletics,1,0,0,1
Alvin Harrison,26,United States,2000,10/1/00,Athletics,0,1,0,1
Monique Hennagan,24,United States,2000,10/1/00,Athletics,1,0,0,1
Llewellyn Herbert,23,South Africa,2000,10/1/00,Athletics,0,0,1,1
No_ Hern_ndez,21,Mexico,2000,10/1/00,Athletics,0,1,0,1
Kelly Holmes,30,Great Britain,2000,10/1/00,Athletics,0,0,1,1
Olena Hovorova,27,Ukraine,2000,10/1/00,Athletics,0,0,1,1
Charmaine Howell,25,Jamaica,2000,10/1/00,Athletics,0,1,0,1
Chris Huffins,30,United States,2000,10/1/00,Athletics,0,0,1,1
Nick Hysong,28,United States,2000,10/1/00,Athletics,1,0,0,1
Susanthika Jayasinghe,24,Sri Lanka,2000,10/1/00,Athletics,0,1,0,1
Lawrence Johnson,26,United States,2000,10/1/00,Athletics,0,1,0,1
Michael Johnson,33,United States,2000,10/1/00,Athletics,1,0,0,1
Marion Jones,24,United States,2000,10/1/00,Athletics,1,0,0,1
Denis Kapustin,29,Russia,2000,10/1/00,Athletics,0,0,1,1
Anastasia Kelesidou,27,Greece,2000,10/1/00,Athletics,0,1,0,1
Kostas Kenteris,27,Greece,2000,10/1/00,Athletics,1,0,0,1
Wilson Kipketer,29,Denmark,2000,10/1/00,Athletics,0,1,0,1
Sergey Klyugin,26,Russia,2000,10/1/00,Athletics,1,0,0,1
Reuben Kosgei,21,Kenya,2000,10/1/00,Athletics,1,0,0,1
Olga Kotlyarova,24,Russia,2000,10/1/00,Athletics,0,0,1,1
Tatyana Kotova,23,Russia,2000,10/1/00,Athletics,0,0,1,1
Frantz Kruger,25,South Africa,2000,10/1/00,Athletics,0,0,1,1
Astrid Kumbernuss,30,Germany,2000,10/1/00,Athletics,0,0,1,1
Olga Kuzenkova,29,Russia,2000,10/1/00,Athletics,0,1,0,1
Bernard Lagat,25,Kenya,2000,10/1/00,Athletics,0,0,1,1
Brahim Lahlafi,32,Morocco,2000,10/1/00,Athletics,0,0,1,1
Tatyana Lebedeva,24,Russia,2000,10/1/00,Athletics,0,1,0,1
Brian Lewis,25,United States,2000,10/1/00,Athletics,1,0,0,1
Denise Lewis,28,Great Britain,2000,10/1/00,Athletics,1,0,0,1
Vicente Lima,23,Brazil,2000,10/1/00,Athletics,0,1,0,1
Sergey Makarov,27,Russia,2000,10/1/00,Athletics,0,0,1,1
Mirela Maniani-Tzelili,23,Greece,2000,10/1/00,Athletics,0,1,0,1
Tereza Marinova,23,Bulgaria,2000,10/1/00,Athletics,1,0,0,1
Fiona May,30,Italy,2000,10/1/00,Athletics,0,1,0,1
Freddy Mayola,22,Cuba,2000,10/1/00,Athletics,0,0,1,1
Michael McDonald,25,Jamaica,2000,10/1/00,Athletics,0,1,0,1
Danny McFarlane,28,Jamaica,2000,10/1/00,Athletics,0,1,0,1
Troy McIntosh,27,Bahamas,2000,10/1/00,Athletics,0,0,1,1
Osleidys Men_ndez,20,Cuba,2000,10/1/00,Athletics,0,0,1,1
Noria M_rah-Benida,29,Algeria,2000,10/1/00,Athletics,1,0,0,1
Katharine Merry,26,Great Britain,2000,10/1/00,Athletics,0,0,1,1
Assefa Mezegebu,22,Ethiopia,2000,10/1/00,Athletics,0,0,1,1
Jearl Miles-Clark,34,United States,2000,10/1/00,Athletics,1,0,0,1
Avard Moncur,21,Bahamas,2000,10/1/00,Athletics,0,0,1,1
Tim Montgomery,25,United States,2000,10/1/00,Athletics,1,0,0,1
Jude Monye,26,Nigeria,2000,10/1/00,Athletics,1,0,0,1
Melissa Morrison,29,United States,2000,10/1/00,Athletics,0,0,1,1
Kirsten M_nchow,23,Germany,2000,10/1/00,Athletics,0,0,1,1
Tim Munnings,34,Bahamas,2000,10/1/00,Athletics,0,0,1,1
Oana Musunoi-Pantelimon,28,Romania,2000,10/1/00,Athletics,0,0,1,1
Maria Mutola,27,Mozambique,2000,10/1/00,Athletics,1,0,0,1
Nataliya Nazarova,21,Russia,2000,10/1/00,Athletics,0,0,1,1
Adam Nelson,25,United States,2000,10/1/00,Athletics,0,1,0,1
Noah Ngeny,21,Kenya,2000,10/1/00,Athletics,1,0,0,1
Erki Nool,30,Estonia,2000,10/1/00,Athletics,1,0,0,1
Sonia O'Sullivan,30,Ireland,2000,10/1/00,Athletics,0,1,0,1
Carl Oliver,31,Bahamas,2000,10/1/00,Athletics,0,0,1,1
Iv_n Pedroso,27,Cuba,2000,10/1/00,Athletics,1,0,0,1
Larisa Peleshenko,36,Russia,2000,10/1/00,Athletics,0,1,0,1
Luis Alberto P_rez,31,Cuba,2000,10/1/00,Athletics,0,0,1,1
Nanceen Perry,23,United States,2000,10/1/00,Athletics,0,0,1,1
Catherine Pomales-Scott,27,Jamaica,2000,10/1/00,Athletics,0,1,0,1
Yelena Prokhorova,22,Russia,2000,10/1/00,Athletics,0,1,0,1
Yanina Provalinskaya-Karolchik,23,Belarus,2000,10/1/00,Athletics,1,0,0,1
Edson Ribeiro,27,Brazil,2000,10/1/00,Athletics,0,1,0,1
Fernanda Ribeiro,31,Portugal,2000,10/1/00,Athletics,0,0,1,1
Sandie Richards,31,Jamaica,2000,10/1/00,Athletics,0,1,0,1
Passion Richardson,25,United States,2000,10/1/00,Athletics,0,0,1,1
Lars Riedel,33,Germany,2000,10/1/00,Athletics,0,1,0,1
Djabir Sa_d-Guerni,23,Algeria,2000,10/1/00,Athletics,0,0,1,1
Ali Sa_di-Sief,22,Algeria,2000,10/1/00,Athletics,0,1,0,1
Joel S_nchez,36,Mexico,2000,10/1/00,Athletics,0,0,1,1
